"","id","Identifier","type","rightsHolder","creator","accessURI","format","variantLiteral","license","scientificName","kingdom","family","vernacularName"
"1104","121186579@OBS","https://observation.org/photos/11541706/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541706.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Aglais urticae","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Small Tortoiseshell"
"1105","121186580@OBS","https://observation.org/photos/11541703/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541703.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Cyaniris semiargus","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Mazarine Blue"
"1106","121186581@OBS","https://observation.org/photos/11541695/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541695.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Limenitis camilla","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","White Admiral"
"1107","121186582@OBS","https://observation.org/photos/11541688/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541688.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Cyaniris semiargus","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Mazarine Blue"
"1108","121186583@OBS","https://observation.org/photos/11541641/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541641.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Melitaea athalia","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Heath Fritillary"
"1109","121186584@OBS","https://observation.org/photos/11541802/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541802.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Leptidea spec.","Animalia","WHITES_PIERIDAE",NA
"1110","121186585@OBS","https://observation.org/photos/11541623/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541623.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena hippothoe","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Purple-edged Copper"
"1111","121186586@OBS","https://observation.org/photos/11541605/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541605.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Coenonympha glycerion","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Chestnut Heath"
"1112","121186587@OBS","https://observation.org/photos/11541580/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541580.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Melitaea athalia","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Heath Fritillary"
"1113","121186588@OBS","https://observation.org/photos/11541568/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541568.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Aglais urticae","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Small Tortoiseshell"
"1114","121186591@OBS","https://observation.org/photos/11541547/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541547.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Brenthis ino","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Lesser Marbled Fritillary"
"1115","121186592@OBS","https://observation.org/photos/11541541/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541541.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Araschnia levana","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Map Butterfly"
"1116","121186593@OBS","https://observation.org/photos/11541529/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541529.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Polygonia c-album","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Comma Butterfly"
"1117","121186594@OBS","https://observation.org/photos/11540550/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540550.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Aphantopus hyperantus","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Ringlet"
"1118","121186595@OBS","https://observation.org/photos/11540538/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540538.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Pieris napi","Animalia","WHITES_PIERIDAE","Green-veined White"
"1119","121186596@OBS","https://observation.org/photos/11540532/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540532.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Erebia ligea","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Arran Brown"
"1120","121186598@OBS","https://observation.org/photos/11540514/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540514.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Ochlodes sylvanus","Animalia","SKIPPERS_HESPERIIDAE","Large Skipper"
"1121","121186601@OBS","https://observation.org/photos/11392418/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11392418.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Pieris rapae","Animalia","WHITES_PIERIDAE","Small White"
"1122","121186602@OBS","https://observation.org/photos/11540498/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540498.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Melitaea athalia","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Heath Fritillary"
"1123","121186603@OBS","https://observation.org/photos/11540487/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540487.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Cyaniris semiargus","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Mazarine Blue"
"1124","121186604@OBS","https://observation.org/photos/11540482/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540482.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Maniola jurtina","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Meadow Brown"
"1125","121186605@OBS","https://observation.org/photos/11540475/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540475.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Melitaea diamina","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","False Heath Fritillary"
"1126","121186606@OBS","https://observation.org/photos/11541516/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541516.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena alciphron","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Purple-shot Copper"
"1127","121186607@OBS","https://observation.org/photos/11541507/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541507.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena alciphron","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Purple-shot Copper"
"1128","121186608@OBS","https://observation.org/photos/11540355/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540355.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Erebia ligea","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Arran Brown"
"1129","121186609@OBS","https://observation.org/photos/11540336/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540336.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Erebia ligea","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Arran Brown"
"1130","121186610@OBS","https://observation.org/photos/11540319/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540319.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Fabriciana adippe","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","High Brown Fritillary"
"1131","121186611@OBS","https://observation.org/photos/11540305/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540305.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Vanessa cardui","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Painted Lady"
"1132","121186612@OBS","https://observation.org/photos/11540298/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540298.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Brenthis daphne","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Marbled Fritillary"
"1133","121186613@OBS","https://observation.org/photos/11540281/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540281.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena alciphron","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Purple-shot Copper"
"1134","121186614@OBS","https://observation.org/photos/11540267/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540267.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Erebia ligea","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Arran Brown"
"1135","121186615@OBS","https://observation.org/photos/11540257/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540257.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Apatura iris","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Purple Emperor"
"1136","121186616@OBS","https://observation.org/photos/11540251/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540251.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Fabriciana adippe","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","High Brown Fritillary"
"1137","121186618@OBS","https://observation.org/photos/11540228/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540228.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Vanessa atalanta","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Red Admiral"
"1138","121186619@OBS","https://observation.org/photos/11540218/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540218.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Aglais io","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Peacock"
"1139","121186620@OBS","https://observation.org/photos/11540211/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540211.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Pieris napi","Animalia","WHITES_PIERIDAE","Green-veined White"
"1140","121186621@OBS","https://observation.org/photos/11540152/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540152.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Ochlodes sylvanus","Animalia","SKIPPERS_HESPERIIDAE","Large Skipper"
"1141","121186623@OBS","https://observation.org/photos/11540145/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540145.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Brenthis ino","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Lesser Marbled Fritillary"
"1142","121186624@OBS","https://observation.org/photos/11541846/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11541846.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena alciphron","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Purple-shot Copper"
"1143","121186625@OBS","https://observation.org/photos/11540037/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11540037.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Melitaea athalia","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Heath Fritillary"
"1144","121186627@OBS","https://observation.org/photos/11539940/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11539940.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Brenthis ino","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Lesser Marbled Fritillary"
"1145","121186629@OBS","https://observation.org/photos/11539919/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11539919.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena dispar","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Large Copper"
"1146","121186630@OBS","https://observation.org/photos/11539908/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11539908.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Thymelicus sylvestris","Animalia","SKIPPERS_HESPERIIDAE","Small Skipper"
"1147","121244042@OBS","https://observation.org/photos/11603099/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11603099.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Melitaea athalia","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Heath Fritillary"
"1148","121244047@OBS","https://observation.org/photos/11603033/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11603033.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Erebia ligea","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Arran Brown"
"1149","121244050@OBS","https://observation.org/photos/11603031/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11603031.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena alciphron","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Purple-shot Copper"
"1150","121244051@OBS","https://observation.org/photos/11603028/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11603028.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Melitaea athalia","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Heath Fritillary"
"1151","121244052@OBS","https://observation.org/photos/11603023/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11603023.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena tityrus","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Sooty Copper"
"1152","121244053@OBS","https://observation.org/photos/11603024/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11603024.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena alciphron","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Purple-shot Copper"
"1153","121244054@OBS","https://observation.org/photos/11603026/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11603026.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena alciphron","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Purple-shot Copper"
"1154","121244055@OBS","https://observation.org/photos/11603020/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11603020.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena hippothoe","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Purple-edged Copper"
"1155","121244057@OBS","https://observation.org/photos/11603018/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11603018.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena alciphron","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Purple-shot Copper"
"1156","121244058@OBS","https://observation.org/photos/11579826/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11579826.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Brenthis ino","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Lesser Marbled Fritillary"
"1157","121244061@OBS","https://observation.org/photos/11572252/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11572252.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Brenthis daphne","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Marbled Fritillary"
"1158","121244063@OBS","https://observation.org/photos/11572219/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11572219.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Ochlodes sylvanus","Animalia","SKIPPERS_HESPERIIDAE","Large Skipper"
"1159","121244067@OBS","https://observation.org/photos/11572147/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11572147.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena tityrus","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Sooty Copper"
"1160","121244068@OBS","https://observation.org/photos/11572083/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11572083.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Aglais urticae","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Small Tortoiseshell"
"1161","121244069@OBS","https://observation.org/photos/11572074/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11572074.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena tityrus","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Sooty Copper"
"1162","121244074@OBS","https://observation.org/photos/11572033/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11572033.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lasiommata maera","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Large Wall Brown"
"1163","121244075@OBS","https://observation.org/photos/11571979/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11571979.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Fabriciana adippe","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","High Brown Fritillary"
"1164","121244076@OBS","https://observation.org/photos/11571987/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11571987.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lasiommata maera","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Large Wall Brown"
"1165","121244077@OBS","https://observation.org/photos/11571920/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11571920.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Erebia ligea","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Arran Brown"
"1166","121244080@OBS","https://observation.org/photos/11571914/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11571914.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Apatura iris","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Purple Emperor"
"1167","121244081@OBS","https://observation.org/photos/11571898/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11571898.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Apatura iris","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Purple Emperor"
"1168","121244084@OBS","https://observation.org/photos/11571876/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11571876.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Pieris rapae","Animalia","WHITES_PIERIDAE","Small White"
"1169","121244085@OBS","https://observation.org/photos/11571848/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11571848.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Gonepteryx rhamni","Animalia","WHITES_PIERIDAE","Brimstone"
"1170","121244089@OBS","https://observation.org/photos/11568640/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568640.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Aglais io","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Peacock"
"1171","121244090@OBS","https://observation.org/photos/11568639/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568639.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Pieris rapae","Animalia","WHITES_PIERIDAE","Small White"
"1172","121244091@OBS","https://observation.org/photos/11568638/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568638.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Polygonia c-album","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Comma Butterfly"
"1173","121244092@OBS","https://observation.org/photos/11568637/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568637.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Apatura ilia","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Lesser Purple Emperor"
"1174","121244094@OBS","https://observation.org/photos/11568632/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568632.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Apatura ilia","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Lesser Purple Emperor"
"1175","121244095@OBS","https://observation.org/photos/11568636/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568636.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Apatura iris","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Purple Emperor"
"1176","121244096@OBS","https://observation.org/photos/11568631/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568631.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Erebia ligea","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Arran Brown"
"1177","121244099@OBS","https://observation.org/photos/11568630/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568630.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Apatura iris","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Purple Emperor"
"1178","121244100@OBS","https://observation.org/photos/11568629/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568629.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Ochlodes sylvanus","Animalia","SKIPPERS_HESPERIIDAE","Large Skipper"
"1179","121244101@OBS","https://observation.org/photos/11568628/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568628.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Araschnia levana","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Map Butterfly"
"1180","121244102@OBS","https://observation.org/photos/11568627/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568627.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Apatura ilia","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Lesser Purple Emperor"
"1181","121244103@OBS","https://observation.org/photos/11568626/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568626.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Pieris napi","Animalia","WHITES_PIERIDAE","Green-veined White"
"1182","121244104@OBS","https://observation.org/photos/11568625/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568625.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Limenitis camilla","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","White Admiral"
"1183","121244105@OBS","https://observation.org/photos/11568624/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568624.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Fabriciana adippe","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","High Brown Fritillary"
"1184","121244106@OBS","https://observation.org/photos/11568623/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568623.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Apatura iris","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Purple Emperor"
"1185","121244107@OBS","https://observation.org/photos/11568621/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568621.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Apatura ilia","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Lesser Purple Emperor"
"1186","121244108@OBS","https://observation.org/photos/11568620/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568620.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Polygonia c-album","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Comma Butterfly"
"1187","121244111@OBS","https://observation.org/photos/11568619/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568619.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Melitaea athalia","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Heath Fritillary"
"1188","121244112@OBS","https://observation.org/photos/11568618/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568618.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Apatura ilia","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Lesser Purple Emperor"
"1189","121244113@OBS","https://observation.org/photos/11568617/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568617.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena hippothoe","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Purple-edged Copper"
"1190","121244114@OBS","https://observation.org/photos/11568616/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568616.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lycaena virgaureae","Animalia","GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE","Scarce Copper"
"1191","121244117@OBS","https://observation.org/photos/11568615/","StillImage","Jurgen Couckuyt","Jurgen Couckuyt","https://observation.org/photos/11568615.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Brenthis ino","Animalia","BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE","Lesser Marbled Fritillary"
"1192","121286308@OBS","https://observation.org/photos/19280945/","StillImage","Erik ETIENNE","Erik ETIENNE","https://observation.org/photos/19280945.jpg","image/jpeg","Best Quality","CC BY-NC-ND 4.0","Lanius collurio","Animalia","SHRIKES_LANIIDAE","Red-backed Shrike"
